400	21.16	110
500	21.89	91
600	26.34	114
700	22.72	82
800	24.32	138
900	25.6	107
1000	28.51	106
1100	21.25	121
1200	21.68	142
1300	27.25	133
1400	22.4	182
1500	17.8	108
1600	27.57	182
1700	19.88	105
1800	18.71	177
1900	12.55	103
2000	23.89	174

Run 6
100	9.04	56
200	15.35	131
300	21.52	125
400	27.93	119
500	24.11	97
600	30.63	114
700	25.1	179
800	28.48	123
900	22.0	93
1000	30.47	121
1100	23.35	95
1200	25.18	127
1300	26.85	115
1400	17.46	103
1500	23.62	117
1600	20.2	112
1700	26.18	120
1800	29.19	147
1900	19.85	136
2000	30.75	180

Run 7
100	11.86	104
200	17.53	95
300	22.95	96
400	21.21	104
500	23.17	96
600	23.51	157
700	20.37	75
800	23.36	118
900	30.12	117
1000	31.32	158
1100	27.08	148
1200	24.22	138
1300	28.13	141
1400	21.51	139
1500	23.0	124
1600	21.19	117
1700	18.04	136
1800	21.55	119
1900	23.87	125
2000	17.28	157

Run 8
100	9.92	87
200	20.02	98
300	23.97	111
400	24.19	158
500	25.74	102
600	28.53	103
700	26.07	119
800	27.16	118
900	23.4	116
1000	19.99	94
1100	20.64	72
1200	17.37	128
1300	20.01	125
1400	20.41	101
1500	16.12	107
1600	14.72	173
1700	15.45	144
1800	18.03	146
1900	17.11	103
2000	20.43	179

Run 9
100	10.48	95
200	15.19	84
300	21.28	92
400	26.69	120
500	24.66	104
600	32.68	128
700	32.13	120
800	27.49	141
900	27.63	141
1000	33.47	160
1100	29.36	121
1200	30.43	152
1300	26.89	147
1400	31.29	127
1500	23.6	128
1600	24.98	138
1700	31.06	145
1800	25.39	175
1900	20.21	103
2000	28.92	161

Run 10
100	9.58	108
200	17.32	124
300	20.91	145
400	25.66	149
500	25.25	101
600	18.53	90
700	23.98	99
800	21.95	122
900	18.42	159
1000	22.07	124
1100	17.87	95
1200	17.4	123
1300	11.12	99
1400	16.06	139
1500	11.22	104
1600	15.4	70
1700	18.43	117
1800	16.24	134
1900	14.93	107
2000	18.58	112

Run 11
100	11.23	128
200	14.25	169
300	20.32	91
400	25.91	103
500	22.45	101
600	25.76	169
700	24.86	111
800	19.54	118
900	25.94	123
1000	23.87	137
1100	18.91	113
1200	20.4	110
1300	20.12	106
1400	19.43	88
1500	23.36	196
1600	19.39	156
1700	18.97	121
1800	21.18	130
1900	15.95	108
2000	13.95	135

Run 12
100	8.08	75
200	16.51	132
300	21.35	96
400	22.81	102
500	25.13	121
600	20.25	95
700	27.75	119
800	27.7	111
900	26.12	118
1000	24.41	112
1100	25.89	170
1200	27.85	124
1300	27.1	109
1400	31.16	113
1500	32.75	132
1600	23.92	102
1700	23.51	138
1800	26.41	115
1900	34.0	129
2000	26.27	145

Run 13
100	11.05	86
200	15.48	107
300	18.04	99
400	24.95	108
500	28.02	96
600	29.39	127
700	28.84	106
800	27.56	112
900	32.0	124
1000	25.07	135
1100	26.11	157
1200	18.56	121
1300	21.82	128
1400	21.81	166
1500	21.01	96
1600	21.1	124
1700	20.71	95
1800	20.34	126
1900	23.26	149
2000	27.82	159

Run 14
100	11.87	133
200	19.06	108
300	24.79	113
400	22.78	109
500	22.09	109
600	22.87	128
700	22.58	140
800	17.89	102
900	19.14	129
1000	16.6	102
1100	14.1	128
1200	11.12	105
1300	16.8	95
1400	15.28	104
1500	16.29	127
1600	11.49	115
1700	11.75	126
1800	14.7	113
1900	13.72	83
2000	19.16	150

Run 15
100	10.9	85
200	16.93	97
300	18.55	90
400	20.73	96
500	21.56	91
600	18.03	102
700	20.1	90
800	21.65	108
900	17.63	125
1000	19.43	101
1100	20.06	108
1200	24.79	96
1300	22.19	106
1400	26.09	98
1500	17.8	126
1600	19.52	102
1700	12.9	118
1800	13.24	138
1900	20.3	113
2000	15.76	99

Run 16
100	13.62	108
200	20.58	99
300	24.29	133
400	30.44	118
500	24.69	119
600	27.0	130
700	29.0	119
800	30.92	154
900	26.66	135
1000	33.04	150
1100	31.9	154
1200	28.77	125
1300	26.26	98
1400	27.33	113
1500	25.99	148
1600	27.75	177
1700	22.84	149
1800	25.42	134
1900	23.83	157
2000	20.12	172

Run 17
100	10.62	79
200	21.14	113
300	22.03	102
400	27.48	121
500	26.41	107
600	22.5	103
700	22.56	79
800	22.42	84
900	20.69	122
1000	15.22	119
1100	16.85	89
1200	15.04	102
1300	16.78	114
1400	15.8	128
1500	8.64	119
1600	16.93	91
1700	21.26	126
1800	20.03	111
1900	23.07	127
2000	22.6	131

Run 18
100	9.74	105
200	13.42	80
300	19.0	97
400	17.46	75
500	25.37	96
600	23.24	104
700	17.13	101
800	21.42	131
900	22.51	108
1000	23.32	143
1100	28.61	106
1200	25.42	120
1300	29.12	206
1400	21.36	155
1500	26.64	157
1600	29.93	144
1700	34.04	171
1800	15.55	114
1900	13.77	101
2000	24.55	168

Run 19
100	10.45	102
200	15.47	109
300	23.12	140
400	21.83	152
500	19.28	116
600	18.34	149
700	21.64	99
800	21.5	84
900	22.33	91
1000	16.97	84
1100	17.33	103
1200	19.73	112
1300	20.5	81
1400	20.36	86
1500	21.44	90
1600	23.4	151
1700	21.64	107
1800	21.3	113
1900	17.13	84
2000	23.4	128

Run 20
100	11.45	108
200	19.92	125
300	20.37	93
400	23.08	150
500	26.59	132
600	18.3	163
700	22.59	118
800	25.0	109
900	25.17	103
1000	17.7	117
1100	8.16	108
1200	19.76	103
1300	19.0	98
1400	18.86	85
1500	19.73	166
1600	14.28	102
1700	22.27	146
1800	16.14	102
1900	17.73	79
2000	19.41	121

Run 21
100	11.67	96
200	18.85	170
300	20.81	113
400	20.74	118
500	21.04	93
600	23.07	95
700	18.41	98
800	20.16	91
900	22.77	165
1000	17.41	81
1100	22.62	154
1200	19.76	127
1300	23.87	102
1400	21.28	107
1500	21.64	110
1600	24.94	107
1700	27.94	102
1800	20.94	130
1900	15.98	110
2000	17.07	144

Run 22
100	15.22	116
200	19.59	140
300	23.47	106
400	22.7	103
500	17.63	83
600	17.25	87
700	17.48	94
800	25.02	104
900	18.87	122
1000	23.92	95
1100	21.57	96
1200	17.46	121
1300	19.03	104
1400	18.0	142
1500	16.87	91
1600	17.91	100
1700	16.77	128
1800	15.95	99
1900	15.29	104
2000	17.53	132

Run 23
100	13.16	109
200	23.37	118
300	21.81	75
400	23.44	87
500	27.76	144
600	23.14	93
700	22.6	114
800	25.78	152
900	21.53	117
1000	26.91	119
1100	26.97	113
1200	28.87	129
1300	27.49	106
1400	22.22	113
1500	19.06	108
1600	21.63	96
1700	22.89	98
1800	17.5	93
1900	24.36	128
2000	12.32	85

Run 24
100	9.12	103
200	16.36	94
300	24.67	116
400	25.97	97
500	26.13	136
600	27.36	111
700	19.62	95
800	22.23	116
900	23.16	116
1000	25.76	139
1100	17.81	127
1200	8.98	126
1300	17.93	111
1400	12.82	107
1500	18.39	97
1600	10.45	90
1700	16.71	82
1800	16.79	94
1900	20.19	90
2000	22.35	161

Run 25
100	9.98	79
200	17.95	115
300	20.77	71
400	19.25	88
500	18.05	114
600	16.48	89
700	21.05	122
800	18.96	92
900	17.21	120
1000	18.84	100
1100	21.58	105
1200	15.25	98
1300	21.61	133
1400	22.32	145
1500	23.3	103
1600	22.56	138
1700	25.44	98
1800	26.77	144
1900	25.41	158
2000	20.89	119

Run 26
100	10.05	124
200	16.64	98
300	23.21	123
400	22.13	95
500	27.25	115
600	22.27	106
700	23.91	159
800	21.07	90
900	23.82	104
1000	23.21	144
1100	14.62	150
1200	16.67	90
1300	20.48	102
1400	22.48	118
1500	26.31	109
1600	27.11	117
1700	25.58	107
1800	25.79	152
1900	34.95	152
2000	30.02	155

Run 27
100	13.62	104
200	22.08	117
300	28.95	147
400	27.96	102
500	30.35	144
600	28.35	121
700	25.06	109
800	20.54	123
900	24.41	121
1000	15.54	104
1100	20.99	117
1200	20.59	97
1300	24.09	106
1400	22.7	114
1500	22.44	137
1600	23.53	158
1700	20.58	97
1800	15.37	95
1900	16.83	105
2000	13.75	119

Run 28
100	9.3	86
200	19.15	79
300	16.16	101
400	20.23	103
500	18.09	110
600	19.81	103
700	16.7	129
800	16.0	126
900	18.21	117
1000	21.87	163
1100	23.45	117
1200	22.34	111
1300	17.21	87
1400	18.75	110
1500	17.14	137
1600	20.97	117
1700	17.25	108
1800	19.81	124
1900	25.44	126
2000	18.27	119

Run 29
100	11.58	87
200	16.4	117
300	22.06	98
400	22.32	124
500	25.57	108
600	24.64	105
700	25.44	145
800	27.45	115
900	29.86	112
1000	25.85	138
1100	25.86	183
1200	18.83	159
1300	11.84	120
1400	19.07	108
1500	19.14	127
1600	24.67	107
1700	13.16	97
1800	19.05	118
1900	26.61	111
2000	21.71	171

Run 30
100	10.58	88
200	15.36	60
300	22.11	96
400	24.57	141
500	20.62	98
600	22.82	157
700	20.25	96
800	23.17	89
900	16.61	81
1000	19.79	93
1100	16.2	101
1200	17.28	84
1300	13.11	76
1400	18.29	112
1500	13.98	79
1600	10.66	91
1700	16.81	101
1800	14.26	80
1900	18.93	102
2000	8.91	95

